30.35
31.68
31.44
29.94
28.69
30.75
30.31
30.2
31.92
30.75
29.81
28.18
31.08
28.4
28.89
25.83
24.91
24.13
29.01
33.25
32.23
31.35
34.09
34.96
32.75
32.34
30.71
26.41
26.02
26.45
25
24.04
25.07
24.12
25.59
26.45
26.83
30.62
32.84
31.18
28.75
26.38
23.66
22.91
22.02
23.62
27.66
27.67
27.41
27.99
29.44
27.61
25.34
25.03
25.99
27.4
31.04
32.83
33.57
35.33
41.65
42.98
47.79
48.92
51.48
49.12
44.42
45.43
41.91
42.12
38.77
38.29
35.92
36.21
33.77
28.32
27.76
26.75
26.33
26.67
29.11
31.26
31.75
32.38
32.7
34.76
41.37
39.92
42.69
40.55
37.22
41.17
40.31
36.43
36.56
37.83
38.91
40.89
39.82
36.42
34.84
38.04
37.1
36.41
37.64
41.51
44.54
48.16
51.07
51.69
57.41
52.92
50.12
47.76
49.7
56.62
60.06
72.71
80.31
75.33
83.65
83.89
91.51
97.15
100.72
92.09
97.48
98.64
92.44
92
